Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Gene ontology (GO),Ensembl_Genome_Transcript
K1RDD5,K1RDD5_CRAGI,unreviewed,SCF E3 ubiquitin ligase complex F-box protein grrA,CGI_10024490,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),320,"ligase activity [GO:0016874]; transferase activity, transferring phosphorus-containing groups [GO:0016772]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]",EKC39320
K1PJM4,K1PJM4_CRAGI,unreviewed,Lupus brain antigen 1,CGI_10003219,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1304,,EKC21848
K1RE54,K1RE54_CRAGI,unreviewed,Mitochondrial import inner membrane translocase subunit TIM44,CGI_10028182,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),122,,EKC41999
K1QNN9,K1QNN9_CRAGI,unreviewed,MICOS complex subunit MIC60 (Mitofilin),CGI_10028115,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),690,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743],EKC38497
K1QLQ8,K1QLQ8_CRAGI,unreviewed,Myoneurin,CGI_10023539,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),447,nucleic acid binding [GO:0003676],EKC37777
K1R2K3,K1R2K3_CRAGI,unreviewed,Uncharacterized protein,CGI_10023536,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),805,nucleic acid binding [GO:0003676],EKC37774
K1R9B4,K1R9B4_CRAGI,unreviewed,Monocarboxylate transporter 12,CGI_10023532,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),695,integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085],EKC37770
K1QPR4,K1QPR4_CRAGI,unreviewed,Tripartite motif-containing protein 13,CGI_10028544,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),665,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC30865
K1QA79,K1QA79_CRAGI,unreviewed,DnaJ-like protein subfamily B member 11,CGI_10028542,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1467,collagen trimer [GO:0005581]; extracellular matrix [GO:0031012]; structural molecule activity [GO:0005198]; unfolded protein binding [GO:0051082]; cell adhesion [GO:0007155]; protein folding [GO:0006457],EKC30863
K1RA04,K1RA04_CRAGI,unreviewed,Putative aquaporin-10,CGI_10028539,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),651,integral component of membrane [GO:0016021]; transporter activity [GO:0005215],EKC30861
K1RFS0,K1RFS0_CRAGI,unreviewed,Cytochrome P450 1A1,CGI_10011065,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),505,"integral component of membrane [GO:0016021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",EKC40235
K1RYV7,K1RYV7_CRAGI,unreviewed,Uncharacterized protein,CGI_10011061,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),198,,EKC40231
K1Q4G6,K1Q4G6_CRAGI,unreviewed,LIM domain transcription factor LMO4.1,CGI_10018073,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),165,metal ion binding [GO:0046872],EKC28778
K1PMG1,K1PMG1_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10001286,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),552,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC22888
K1QKK4,K1QKK4_CRAGI,unreviewed,Protocadherin beta-4,CGI_10002585,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),843,integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156],EKC22261
K1PEC8,K1PEC8_CRAGI,unreviewed,Actin-related protein 8,CGI_10002563,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),594,Ino80 complex [GO:0031011]; chromatin remodeling [GO:0006338],EKC22267
K1QLA2,K1QLA2_CRAGI,unreviewed,Peptidase inhibitor 16,CGI_10018891,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1421,ATP binding [GO:0005524],EKC31909
K1P6K2,K1P6K2_CRAGI,unreviewed,Enhancer of polycomb-like protein 2,CGI_10002030,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),105,Piccolo NuA4 histone acetyltransferase complex [GO:0032777]; regulation of transcription from RNA polymerase II promoter [GO:0006357],EKC17188
K1PL77,K1PL77_CRAGI,unreviewed,Uncharacterized protein,CGI_10002027,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),591,,EKC17185
K1QJD8,K1QJD8_CRAGI,unreviewed,"Dynein-1-beta heavy chain, flagellar inner arm I1 complex",CGI_10003348,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1925,axoneme [GO:0005930]; dynein complex [GO:0030286]; motile cilium [GO:0031514]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018],EKC21776
K1QMD8,K1QMD8_CRAGI,unreviewed,Proteasome subunit alpha type (EC 3.4.25.1),CGI_10013497,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),235,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex, alpha-subunit complex [GO:0019773]; threonine-type endopeptidase activity [GO:0004298]; ubiquitin-dependent protein catabolic process [GO:0006511]",EKC30000
K1Q484,K1Q484_CRAGI,unreviewed,"TIM21-like protein, mitochondrial",CGI_10003269,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),222,integral component of membrane [GO:0016021]; mitochondrial inner membrane presequence translocase complex [GO:0005744]; protein import into mitochondrial matrix [GO:0030150],EKC26204
K1Q675,K1Q675_CRAGI,unreviewed,L-Fucosyltransferase (EC 2.4.1.-),CGI_10023818,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),350,Golgi cisterna membrane [GO:0032580]; galactoside 2-alpha-L-fucosyltransferase activity [GO:0008107]; carbohydrate metabolic process [GO:0005975]; protein glycosylation [GO:0006486],EKC29428
K1RXS6,K1RXS6_CRAGI,unreviewed,Histone H2A,CGI_10025376,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),133,nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982],EKC39821
K1R1X5,K1R1X5_CRAGI,unreviewed,Transgelin,CGI_10025378,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),391,,EKC39823
K1PLK6,K1PLK6_CRAGI,unreviewed,BTB/POZ domain-containing protein 9,CGI_10004402,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),284,,EKC24917
K1PWF8,K1PWF8_CRAGI,unreviewed,RNA-dependent RNA polymerase (EC 2.7.7.48),CGI_10005710,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1226,RNA binding [GO:0003723]; RNA-directed 5'-3' RNA polymerase activity [GO:0003968],EKC20645
K1QG77,K1QG77_CRAGI,unreviewed,Putative allantoinase 1,CGI_10010133,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),457,allantoinase activity [GO:0004038]; cobalt ion binding [GO:0050897]; zinc ion binding [GO:0008270]; allantoin catabolic process [GO:0000256],EKC32913
K1RFY4,K1RFY4_CRAGI,unreviewed,Alsin,CGI_10012237,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),336,,EKC40335
K1RFY1,K1RFY1_CRAGI,unreviewed,Chloride channel protein,CGI_10012229,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),707,integral component of membrane [GO:0016021]; voltage-gated chloride channel activity [GO:0005247],EKC40330
K1PCA9,K1PCA9_CRAGI,unreviewed,Uncharacterized protein,CGI_10009653,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),362,,EKC19108
K1QCB0,K1QCB0_CRAGI,unreviewed,40S ribosomal protein S5,CGI_10009651,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),128,small ribosomal subunit [GO:0015935]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],EKC19106
Q4H451,Q4H451_CRAGI,unreviewed,Ribosomal protein S5,,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),204,small ribosomal subunit [GO:0015935]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],EKC19106
Q70ML8,Q70ML8_CRAGI,unreviewed,Ribosomal protein S5 (Fragment),rps5,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),208,small ribosomal subunit [GO:0015935]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],EKC19106
K1RC58,K1RC58_CRAGI,unreviewed,Zinc finger protein 26,CGI_10020012,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1018,nucleic acid binding [GO:0003676],EKC31671
K1QS19,K1QS19_CRAGI,unreviewed,Tripartite motif-containing protein 71,CGI_10020011,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),528,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC31670
K1QCI5,K1QCI5_CRAGI,unreviewed,Tropomodulin,CGI_10020014,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),272,tropomyosin binding [GO:0005523]; pointed-end actin filament capping [GO:0051694],EKC31673
K1Q991,K1Q991_CRAGI,unreviewed,Uncharacterized protein,CGI_10000853,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),71,,EKC33297
K1PMZ5,K1PMZ5_CRAGI,unreviewed,Phosducin-like protein 3 (Fragment),CGI_10000980,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),238,,EKC23003
K1R5X1,K1R5X1_CRAGI,unreviewed,Uncharacterized protein,CGI_10018167,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),573,integral component of membrane [GO:0016021],EKC36580
K1QIH3,K1QIH3_CRAGI,unreviewed,ATP-binding cassette sub-family G member 1,CGI_10024982,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2484,integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase activity [GO:0016887],EKC30984
K1RAB5,K1RAB5_CRAGI,unreviewed,Large subunit GTPase 1-like protein,CGI_10024985,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),635,GTP binding [GO:0005525],EKC30986
K1QDZ1,K1QDZ1_CRAGI,unreviewed,Uncharacterized protein,CGI_10022201,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),596,integral component of membrane [GO:0016021],EKC32168
K1P874,K1P874_CRAGI,unreviewed,F-box/LRR-repeat protein 13,CGI_10007253,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),834,,EKC19912
K1PE97,K1PE97_CRAGI,unreviewed,Zinc finger protein 26,CGI_10007254,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),762,nucleic acid binding [GO:0003676],EKC19913
K1PFE3,K1PFE3_CRAGI,unreviewed,Uncharacterized protein,CGI_10000614,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),89,,EKC17534
K1PM54,K1PM54_CRAGI,unreviewed,Transmembrane protein 14C,CGI_10000615,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),98,integral component of membrane [GO:0016021],EKC17535
K1P8D9,K1P8D9_CRAGI,unreviewed,SH3 domain-binding glutamic acid-rich-like protein 3,CGI_10007141,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),92,cell [GO:0005623]; electron carrier activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454],EKC19977
K1PEH0,K1PEH0_CRAGI,unreviewed,Uncharacterized protein,CGI_10007137,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),302,,EKC19973
K1PN21,K1PN21_CRAGI,unreviewed,Tubulin beta chain,CGI_10010163,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),445,cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017],EKC25407
K1QV01,K1QV01_CRAGI,unreviewed,Receptor-type tyrosine-protein phosphatase F,CGI_10007468,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1145,integral component of membrane [GO:0016021]; nucleic acid binding [GO:0003676]; protein tyrosine phosphatase activity [GO:0004725],EKC25401
K1Q2F8,K1Q2F8_CRAGI,unreviewed,Uncharacterized protein,CGI_10009681,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),387,,EKC28118
K1QA00,K1QA00_CRAGI,unreviewed,Transporter,CGI_10009682,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),679,integral component of plasma membrane [GO:0005887]; neurotransmitter:sodium symporter activity [GO:0005328],EKC28119
K1Q6B8,K1Q6B8_CRAGI,unreviewed,Linear gramicidin synthetase subunit D,CGI_10006353,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1378,oxidoreductase activity [GO:0016491]; phosphopantetheine binding [GO:0031177],EKC32217
K1R1G5,K1R1G5_CRAGI,unreviewed,Gamma-glutamyltranspeptidase 1,CGI_10002625,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),622,integral component of membrane [GO:0016021]; glutathione hydrolase activity [GO:0036374]; glutathione catabolic process [GO:0006751],EKC37364
K1QKS5,K1QKS5_CRAGI,unreviewed,Uncharacterized protein C3orf19-like protein,CGI_10023264,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),648,,EKC37362
K1PZL2,K1PZL2_CRAGI,unreviewed,"Maltase-glucoamylase, intestinal",CGI_10012085,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2700,"integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]",EKC27068
K1PS84,K1PS84_CRAGI,unreviewed,Alpha-crystallin B chain,CGI_10012084,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),194,,EKC27067
K1PS81,K1PS81_CRAGI,unreviewed,Uncharacterized protein,CGI_10012079,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),133,ATP binding [GO:0005524],EKC27062
K1QE80,K1QE80_CRAGI,unreviewed,Uncharacterized protein in xynA 3'region,CGI_10012077,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1081,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],EKC27060
K1Q8M4,K1Q8M4_CRAGI,unreviewed,Uncharacterized protein,CGI_10000347,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),110,,EKC17686
K1P7Z8,K1P7Z8_CRAGI,unreviewed,Tripartite motif-containing protein 3,CGI_10000341,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),294,,EKC17688
K1PVI5,K1PVI5_CRAGI,unreviewed,Uncharacterized protein,CGI_10006333,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),359,integral component of membrane [GO:0016021],EKC20300
K1QC93,K1QC93_CRAGI,unreviewed,RING finger protein 17,CGI_10009758,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1676,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC19071
K1R007,K1R007_CRAGI,unreviewed,Uncharacterized protein,CGI_10009098,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),346,,EKC42642
K1RM35,K1RM35_CRAGI,unreviewed,Uncharacterized protein,CGI_10009096,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),279,integral component of membrane [GO:0016021]; tumor necrosis factor receptor binding [GO:0005164]; immune response [GO:0006955],EKC42640
K1S5M1,K1S5M1_CRAGI,unreviewed,Uncharacterized protein,CGI_10013275,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),70,,EKC42646
K1RAA1,K1RAA1_CRAGI,unreviewed,Uncharacterized protein,CGI_10013277,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),66,,EKC42648
K1RFY3,K1RFY3_CRAGI,unreviewed,Uncharacterized protein,CGI_10013278,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),66,,EKC42649
K1R405,K1R405_CRAGI,unreviewed,Heat shock 70 kDa protein 12B,CGI_10013527,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),653,ATP binding [GO:0005524],EKC40488
K1QYM1,K1QYM1_CRAGI,unreviewed,Thymidylate synthase,CGI_10021031,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),306,thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231],EKC33960
K1QB17,K1QB17_CRAGI,unreviewed,Uncharacterized protein,CGI_10021038,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),239,,EKC33967
K1QKV9,K1QKV9_CRAGI,unreviewed,Uncharacterized protein,CGI_10015391,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),310,,EKC34468
K1QC09,K1QC09_CRAGI,unreviewed,GPI mannosyltransferase 1,CGI_10018944,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),356,"integral component of membrane [GO:0016021]; transferase activity, transferring hexosyl groups [GO:0016758]; GPI anchor biosynthetic process [GO:0006506]",EKC28689
K1Q6Q5,K1Q6Q5_CRAGI,unreviewed,Coiled-coil domain-containing protein 22-like protein,CGI_10005983,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),638,,EKC29553
K1QLE3,K1QLE3_CRAGI,unreviewed,RWD domain-containing protein 2B,CGI_10005985,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),588,,EKC29555
K1QPV9,K1QPV9_CRAGI,unreviewed,Nuclear receptor-binding factor 2,CGI_10014071,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),289,,EKC33159
K1RGD8,K1RGD8_CRAGI,unreviewed,Innexin,inx CGI_10014063,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),418,gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ion transport [GO:0006811],EKC33151
K1Q8X5,K1Q8X5_CRAGI,unreviewed,Uncharacterized protein,CGI_10014069,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),340,integral component of membrane [GO:0016021],EKC33157
K1QPV5,K1QPV5_CRAGI,unreviewed,Uncharacterized protein,CGI_10014066,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),403,,EKC33154
K1PSR4,K1PSR4_CRAGI,unreviewed,Laminin subunit beta-1,CGI_10010695,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),358,,EKC27302
K1Q001,K1Q001_CRAGI,unreviewed,Uncharacterized protein C3orf59-like protein,CGI_10002477,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),621,,EKC24659
K1Q728,K1Q728_CRAGI,unreviewed,Uncharacterized protein,CGI_10014562,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),441,,EKC24650
K1PAS1,K1PAS1_CRAGI,unreviewed,Uncharacterized protein,CGI_10005059,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),602,,EKC20897
K1PXX7,K1PXX7_CRAGI,unreviewed,Uncharacterized protein,CGI_10007824,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),211,,EKC26493
K1R7H5,K1R7H5_CRAGI,unreviewed,Arylsulfatase B,CGI_10015365,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),482,sulfuric ester hydrolase activity [GO:0008484]; metabolic process [GO:0008152],EKC29946
K1Q0H9,K1Q0H9_CRAGI,unreviewed,Arylsulfatase J,CGI_10015366,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),300,catalytic activity [GO:0003824]; metabolic process [GO:0008152],EKC29947
K1QVQ6,K1QVQ6_CRAGI,unreviewed,Brorin,CGI_10004947,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),132,,EKC25636
K1QR76,K1QR76_CRAGI,unreviewed,Dual specificity tyrosine-phosphorylation-regulated kinase 2,CGI_10020062,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),555,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],EKC39457
K1QIB5,K1QIB5_CRAGI,unreviewed,UPF0586 protein C9orf41-like protein,CGI_10003970,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),371,,EKC21396
K1QPX1,K1QPX1_CRAGI,unreviewed,ATPase family AAA domain-containing protein 3,CGI_10006763,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),608,ATP binding [GO:0005524],EKC35898
K1R3W7,K1R3W7_CRAGI,unreviewed,Uncharacterized protein,CGI_10016031,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),683,,EKC35890
K1QG75,K1QG75_CRAGI,unreviewed,Coiled-coil alpha-helical rod protein 1,CGI_10016034,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),682,cell differentiation [GO:0030154],EKC35892
K1QK34,K1QK34_CRAGI,unreviewed,Uncharacterized protein,CGI_10007646,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),321,,EKC34168
K1QN06,K1QN06_CRAGI,unreviewed,Uncharacterized protein,CGI_10008751,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1739,DNA binding [GO:0003677],EKC35273
K1R4M9,K1R4M9_CRAGI,unreviewed,Hexosyltransferase (EC 2.4.1.-),CGI_10020603,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),313,Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; galactosyltransferase activity [GO:0008378]; protein glycosylation [GO:0006486],EKC40723
K1QSI8,K1QSI8_CRAGI,unreviewed,15-hydroxyprostaglandin dehydrogenase [NAD+],CGI_10007647,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),127,integral component of membrane [GO:0016021]; alcohol dehydrogenase (NAD) activity [GO:0004022],EKC34169
K1RLA0,K1RLA0_CRAGI,unreviewed,Fatty acid desaturase 2 (Fragment),CGI_10017262,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),229,integral component of membrane [GO:0016021]; lipid metabolic process [GO:0006629],EKC42380
K1S4Q9,K1S4Q9_CRAGI,unreviewed,Uncharacterized protein,CGI_10017269,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),89,signal transduction [GO:0007165],EKC42386
K1S6J0,K1S6J0_CRAGI,unreviewed,Tetratricopeptide repeat protein 13,CGI_10018022,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1032,integral component of membrane [GO:0016021],EKC43036
K1R3T8,K1R3T8_CRAGI,unreviewed,Organic cation transporter protein,CGI_10015872,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),999,"integral component of membrane [GO:0016021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; transmembrane transporter activity [GO:0022857]",EKC28526
K1QBG2,K1QBG2_CRAGI,unreviewed,Epithelial cell transforming sequence 2 oncogene-like protein,CGI_10015869,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1149,Rho guanyl-nucleotide exchange factor activity [GO:0005089]; regulation of Rho protein signal transduction [GO:0035023],EKC28524
K1R3S8,K1R3S8_CRAGI,unreviewed,Uncharacterized protein C3orf59-like protein,CGI_10015866,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),635,zinc ion binding [GO:0008270],EKC28521
K1QI55,K1QI55_CRAGI,unreviewed,Uncharacterized protein,CGI_10015865,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),127,,EKC28520
K1QNB5,K1QNB5_CRAGI,unreviewed,Uncharacterized protein,CGI_10021795,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),424,,EKC38357
K1RAU1,K1RAU1_CRAGI,unreviewed,Trafficking protein particle complex subunit 2,CGI_10021788,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),142,cytoplasm [GO:0005737]; ER to Golgi vesicle-mediated transport [GO:0006888],EKC38350
K1QXC5,K1QXC5_CRAGI,unreviewed,Uncharacterized protein,CGI_10021791,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),481,,EKC38353
K1QNB0,K1QNB0_CRAGI,unreviewed,F-box/LRR-repeat protein 21,CGI_10021790,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),470,,EKC38352
K1PHZ3,K1PHZ3_CRAGI,unreviewed,Uncharacterized protein,CGI_10004393 CGI_10021799,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),319,,"EKC21188,EKC38359"
K1R9F7,K1R9F7_CRAGI,unreviewed,Progesterone-induced-blocking factor 1,CGI_10017259,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),696,,EKC30581
K1QP54,K1QP54_CRAGI,unreviewed,Uncharacterized protein,CGI_10004875,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),738,nucleic acid binding [GO:0003676],EKC30585
K1PLD4,K1PLD4_CRAGI,unreviewed,"Dynein heavy chain 2, axonemal",CGI_10001325,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1123,dynein complex [GO:0030286]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018],EKC17270
K1QQR0,K1QQR0_CRAGI,unreviewed,Uncharacterized protein,CGI_10020787,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),231,integral component of membrane [GO:0016021],EKC31210
K1QJ51,K1QJ51_CRAGI,unreviewed,Proteasome subunit beta type-8,CGI_10020792,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),777,proteasome core complex [GO:0005839]; threonine-type endopeptidase activity [GO:0004298]; zinc ion binding [GO:0008270]; proteolysis involved in cellular protein catabolic process [GO:0051603],EKC31214
K1RB54,K1RB54_CRAGI,unreviewed,Uncharacterized protein,CGI_10028605,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),140,,EKC40889
K1PVP8,K1PVP8_CRAGI,unreviewed,Uncharacterized protein,CGI_10006240,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),366,pyrroline-5-carboxylate reductase activity [GO:0004735]; proline biosynthetic process [GO:0006561],EKC20365
K1PBT2,K1PBT2_CRAGI,unreviewed,Ankyrin-1,CGI_10004252,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),227,,EKC21267
K1QI01,K1QI01_CRAGI,unreviewed,Uncharacterized protein yxiE,CGI_10004251,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),115,response to stress [GO:0006950],EKC21266
K1PZ72,K1PZ72_CRAGI,unreviewed,Uncharacterized protein,CGI_10013371,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),332,cytoskeleton [GO:0005856]; signal transduction [GO:0007165],EKC24374
K1Q638,K1Q638_CRAGI,unreviewed,PHD finger protein 13,CGI_10013372,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),132,metal ion binding [GO:0046872],EKC24375
K1PRS1,K1PRS1_CRAGI,unreviewed,Uncharacterized protein,CGI_10013370,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),903,,EKC24373
K1PCE7,K1PCE7_CRAGI,unreviewed,Uncharacterized protein,CGI_10003870,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),349,integral component of membrane [GO:0016021],EKC21482
K1QIJ4,K1QIJ4_CRAGI,unreviewed,Corepressor interacting with RBPJ 1,CGI_10003869,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),461,,EKC21481
K1PCF3,K1PCF3_CRAGI,unreviewed,"28S ribosomal protein S5, mitochondrial",CGI_10003840,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1313,ribosome [GO:0005840]; microtubule binding [GO:0008017]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; microtubule cytoskeleton organization [GO:0000226]; translation [GO:0006412],EKC21487
K1PY83,K1PY83_CRAGI,unreviewed,Rho-related GTP-binding protein RhoU,CGI_10003838,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),242,intracellular [GO:0005622]; membrane [GO:0016020]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; small GTPase mediated signal transduction [GO:0007264],EKC21485
