Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Gene ontology (GO),Ensembl_Genome_Transcript
K1QT58,K1QT58_CRAGI,unreviewed,Programmed cell death protein 6,CGI_10019542,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),166,calcium ion binding [GO:0005509],EKC24786
K1Q094,K1Q094_CRAGI,unreviewed,F-box/LRR-repeat protein 4,CGI_10019540,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),163,,EKC24784
K1PSZ2,K1PSZ2_CRAGI,unreviewed,Uncharacterized protein,CGI_10019539,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),138,,EKC24783
K1QT52,K1QT52_CRAGI,unreviewed,F-box/LRR-repeat protein 4,CGI_10019537,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),843,integral component of membrane [GO:0016021],EKC24781
K1Q7F4,K1Q7F4_CRAGI,unreviewed,Uncharacterized protein,CGI_10019536,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1621,,EKC24780
K1Q3X7,K1Q3X7_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10007961,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),543,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC23540
K1PAW2,K1PAW2_CRAGI,unreviewed,FERM domain-containing protein 3,CGI_10005040,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),631,cytoskeleton [GO:0005856]; integral component of membrane [GO:0016021]; cytoskeletal protein binding [GO:0008092],EKC20942
K1PQ22,K1PQ22_CRAGI,unreviewed,G-protein coupled receptor 98,CGI_10005042,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1648,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166],EKC20944
K1PAW6,K1PAW6_CRAGI,unreviewed,Uncharacterized protein,CGI_10004968,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),292,,EKC20947
K1PHS2,K1PHS2_CRAGI,unreviewed,HRAS-like suppressor,CGI_10005487,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),194,integral component of membrane [GO:0016021],EKC23542
K1PPL0,K1PPL0_CRAGI,unreviewed,Group XVI phospholipase A2,CGI_10005488,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),178,integral component of membrane [GO:0016021],EKC23543
K1Q3Y2,K1Q3Y2_CRAGI,unreviewed,Polypeptide N-acetylgalactosaminyltransferase 5,CGI_10005491,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),448,transferase activity [GO:0016740],EKC23545
K1PXH9,K1PXH9_CRAGI,unreviewed,Pecanex-like protein 1,CGI_10004565,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2179,integral component of membrane [GO:0016021],EKC21095
K1QHV9,K1QHV9_CRAGI,unreviewed,Uncharacterized protein,CGI_10015685,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),200,integral component of membrane [GO:0016021],EKC36377
K1PBE3,K1PBE3_CRAGI,unreviewed,Uncharacterized protein C3orf59,CGI_10004569,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),673,,EKC21097
K1PXH5,K1PXH5_CRAGI,unreviewed,Putative saccharopine dehydrogenase,CGI_10004560,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),920,integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491],EKC21090
K1PHS4,K1PHS4_CRAGI,unreviewed,Ribosome-binding protein 1,CGI_10004563,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1058,integral component of membrane [GO:0016021],EKC21093
K1PQI6,K1PQI6_CRAGI,unreviewed,Uncharacterized protein,CGI_10004594,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),479,,EKC21099
K1QRR1,K1QRR1_CRAGI,unreviewed,Calmodulin,CGI_10011301,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),157,calcium ion binding [GO:0005509],EKC24251
K1PPL9,K1PPL9_CRAGI,unreviewed,Transmembrane protein 26,CGI_10005494,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),442,integral component of membrane [GO:0016021],EKC23548
K1PRI1,K1PRI1_CRAGI,unreviewed,Uncharacterized protein,CGI_10002445,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),206,,EKC24253
K1PJR5,K1PJR5_CRAGI,unreviewed,Calmodulin-like protein 3,CGI_10011302,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),76,calcium ion binding [GO:0005509],EKC24252
K1QID3,K1QID3_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10012860,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),360,,EKC30949
K1Q8C6,K1Q8C6_CRAGI,unreviewed,Uncharacterized protein,CGI_10012265,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),437,,EKC25120
K1PMB4,K1PMB4_CRAGI,unreviewed,Tripartite motif-containing protein 3,CGI_10012267,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),574,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC25122
K1PU07,K1PU07_CRAGI,unreviewed,"Glutaryl-CoA dehydrogenase, mitochondrial",CGI_10008487,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),374,acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660],EKC25128
Q70ML4,Q70ML4_CRAGI,unreviewed,Glutaryl-CoA dehydrogenase-like protein,glucoa-l,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),72,acyl-CoA dehydrogenase activity [GO:0003995],EKC25128
K1PHF5,K1PHF5_CRAGI,unreviewed,Calpain-D,CGI_10013662,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),582,intracellular [GO:0005622]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198],EKC18329
K1RCQ7,K1RCQ7_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10010332,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),532,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC39030
K1PU59,K1PU59_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10002266,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),534,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC22444
K1PQI4,K1PQI4_CRAGI,unreviewed,"Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)",CGI_10004564,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),310,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity [GO:0043715]; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity [GO:0043716]; acireductone synthase activity [GO:0043874]; magnesium ion binding [GO:0000287]; L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]",EKC21094
K1QF24,K1QF24_CRAGI,unreviewed,UPF0580 protein C15orf58-like protein,CGI_10006945,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),244,GDP-D-glucose phosphorylase activity [GO:0080048],EKC20071
K1QBR5,K1QBR5_CRAGI,unreviewed,Uncharacterized protein,CGI_10018340,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),3620,lipid transporter activity [GO:0005319],EKC34262
K1RE48,K1RE48_CRAGI,unreviewed,CCR4-NOT transcription complex subunit 6-like protein,CGI_10017224,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),871,,EKC39585
K1R152,K1R152_CRAGI,unreviewed,Poly [ADP-ribose] polymerase 12,CGI_10017222,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),843,metal ion binding [GO:0046872]; NAD+ ADP-ribosyltransferase activity [GO:0003950],EKC39583
K1QRQ0,K1QRQ0_CRAGI,unreviewed,60 kDa SS-A/Ro ribonucleoprotein,CGI_10017221,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),572,intracellular ribonucleoprotein complex [GO:0030529]; viral nucleocapsid [GO:0019013]; RNA binding [GO:0003723],EKC39582
K1QZH8,K1QZH8_CRAGI,unreviewed,Alpha-glucosidase yihQ,CGI_10019976,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),807,"carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]",EKC34265
K1PEW1,K1PEW1_CRAGI,unreviewed,Sorting nexin,CGI_10006896,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),407,phosphatidylinositol binding [GO:0035091]; protein transport [GO:0015031],EKC20073
K1P8Q7,K1P8Q7_CRAGI,unreviewed,Laminin-like protein epi-1,CGI_10006895,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1214,,EKC20072
K1P1F3,K1P1F3_CRAGI,unreviewed,Uncharacterized protein,CGI_10000404,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),196,,EKC17652
K1QSV2,K1QSV2_CRAGI,unreviewed,"Dynein heavy chain 2, axonemal",CGI_10024948,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),234,dynein complex [GO:0030286]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018],EKC36718
K1RW45,K1RW45_CRAGI,unreviewed,NipSnap-like protein 2,CGI_10018531,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),492,,EKC39051
K1RCS4,K1RCS4_CRAGI,unreviewed,Coiled-coil domain-containing protein 42-like protein,CGI_10018530,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),312,,EKC39050
K1QZJ2,K1QZJ2_CRAGI,unreviewed,Zinc finger protein ZFAT,CGI_10018533,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1212,nucleic acid binding [GO:0003676],EKC39053
K1RJ32,K1RJ32_CRAGI,unreviewed,Putative ubiquitin thioesterase L96,CGI_10019977,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1636,,EKC34266
K1QSS0,K1QSS0_CRAGI,unreviewed,Uncharacterized protein,CGI_10019981,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),308,integral component of membrane [GO:0016021],EKC34269
K1QNB4,K1QNB4_CRAGI,unreviewed,Uncharacterized protein,CGI_10012709,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),319,integral component of membrane [GO:0016021],EKC32529
K1PD72,K1PD72_CRAGI,unreviewed,Breast cancer anti-estrogen resistance protein 1,CGI_10008509,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),922,,EKC19458
K1Q531,K1Q531_CRAGI,unreviewed,Neural proliferation differentiation and control protein 1,CGI_10014248,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),240,integral component of membrane [GO:0016021],EKC24005
K1RHJ7,K1RHJ7_CRAGI,unreviewed,Lipopolysaccharide-induced tumor necrosis factor-alpha factor-like protein,CGI_10017758,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),191,integral component of membrane [GO:0016021],EKC33606
K1QAE1,K1QAE1_CRAGI,unreviewed,Lipopolysaccharide-induced tumor necrosis factor-alpha factor-like protein,CGI_10017759,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),115,integral component of membrane [GO:0016021],EKC33607
K1QXE8,K1QXE8_CRAGI,unreviewed,"Actin, cytoplasmic",CGI_10017757,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),379,ATP binding [GO:0005524],EKC33605
K1QXE3,K1QXE3_CRAGI,unreviewed,Retinol dehydrogenase 11,CGI_10017752,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),334,integral component of membrane [GO:0016021],EKC33600
K1RHJ4,K1RHJ4_CRAGI,unreviewed,Actin,CGI_10017753,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),379,ATP binding [GO:0005524],EKC33601
K1RVC7,K1RVC7_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10019358,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),844,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC38721
K1QYF4,K1QYF4_CRAGI,unreviewed,Uncharacterized protein,CGI_10019360,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),262,,EKC38723
K1R5B3,K1R5B3_CRAGI,unreviewed,Baculoviral IAP repeat-containing protein 7,CGI_10019361,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),415,,EKC38724
K1PPC5,K1PPC5_CRAGI,unreviewed,Uncharacterized protein,CGI_10013730,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),335,nucleic acid binding [GO:0003676],EKC18315
K1PPC0,K1PPC0_CRAGI,unreviewed,Putative G-protein coupled receptor C02B8.5,CGI_10013725,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),189,integral component of membrane [GO:0016021]; G-protein coupled peptide receptor activity [GO:0008528],EKC18310
K1PHE8,K1PHE8_CRAGI,unreviewed,Tetratricopeptide repeat protein 6,CGI_10013650,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2176,,EKC18319
K1PA35,K1PA35_CRAGI,unreviewed,Kelch-like protein 5 (Fragment),CGI_10013649,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),481,,EKC18318
K1RD54,K1RD54_CRAGI,unreviewed,Kelch-like protein 2,CGI_10001633,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),671,,EKC39235
K1QZP4,K1QZP4_CRAGI,unreviewed,Uncharacterized protein,CGI_10011632,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),222,,EKC36649
K1R615,K1R615_CRAGI,unreviewed,Neural cell adhesion molecule 2,CGI_10011628,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),583,integral component of membrane [GO:0016021],EKC36645
K1QZP2,K1QZP2_CRAGI,unreviewed,Serpin B9,CGI_10011627,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),373,extracellular space [GO:0005615],EKC36644
K1QIQ3,K1QIQ3_CRAGI,unreviewed,Fibrillin-1,CGI_10011630,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2699,"proteinaceous extracellular matrix [GO:0005578]; calcium ion binding [GO:0005509]; copper ion binding [GO:0005507]; extracellular matrix structural constituent [GO:0005201]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen [GO:0016715]",EKC36647
K1QIP8,K1QIP8_CRAGI,unreviewed,Leukocyte elastase inhibitor,CGI_10011625,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),373,extracellular space [GO:0005615],EKC36642
K1Q2R3,K1Q2R3_CRAGI,unreviewed,"Glutamate receptor, ionotropic kainate 3 (Fragment)",CGI_10015549,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),759,cell junction [GO:0030054]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]; extracellular-glutamate-gated ion channel activity [GO:0005234]; ionotropic glutamate receptor activity [GO:0004970],EKC23145
K1Q2Q9,K1Q2Q9_CRAGI,unreviewed,Collagen alpha-2(VIII) chain,CGI_10015544,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),198,collagen trimer [GO:0005581],EKC23140
K1QNL4,K1QNL4_CRAGI,unreviewed,Uncharacterized protein,CGI_10015545,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),321,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166],EKC23141
K1PGW7,K1PGW7_CRAGI,unreviewed,Transmembrane protein 2,CGI_10015546,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1044,"integral component of membrane [GO:0016021]; nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, sequence-specific DNA binding [GO:0003700]",EKC23142
K1PST6,K1PST6_CRAGI,unreviewed,"FERM, RhoGEF and pleckstrin domain-containing protein 2",CGI_10004384,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),544,Rho guanyl-nucleotide exchange factor activity [GO:0005089]; regulation of Rho protein signal transduction [GO:0035023],EKC24703
K1QPL7,K1QPL7_CRAGI,unreviewed,Sperm flagellar protein 1,CGI_10019128,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),276,motile cilium [GO:0031514],EKC38892
K1QYX3,K1QYX3_CRAGI,unreviewed,Uncharacterized protein,CGI_10019129,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),263,,EKC38893
K1RCD0,K1RCD0_CRAGI,unreviewed,Phosphotransferase (EC 2.7.1.-),CGI_10019126,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),436,cell [GO:0005623]; membrane [GO:0016020]; ATP binding [GO:0005524]; glucose binding [GO:0005536]; hexokinase activity [GO:0004396]; transporter activity [GO:0005215]; cellular glucose homeostasis [GO:0001678]; glycolytic process [GO:0006096]; transmembrane transport [GO:0055085],EKC38890
K1R5S6,K1R5S6_CRAGI,unreviewed,Spermine oxidase,CGI_10019135,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),487,oxidoreductase activity [GO:0016491],EKC38899
K1QUH3,K1QUH3_CRAGI,unreviewed,Protein SPEC3,CGI_10014516,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),223,integral component of membrane [GO:0016021],EKC32555
K1QNG1,K1QNG1_CRAGI,unreviewed,Tripartite motif-containing protein 3,CGI_10014515,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),557,,EKC32554
K1REQ1,K1REQ1_CRAGI,unreviewed,Protein SPEC3,CGI_10014512,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),308,integral component of membrane [GO:0016021]; metal ion binding [GO:0046872],EKC32551
K1QFD7,K1QFD7_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10014514,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),652,,EKC32553
K1R6J8,K1R6J8_CRAGI,unreviewed,Wnt inhibitory factor 1,CGI_10017544,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),362,,EKC41438
K1RIK7,K1RIK7_CRAGI,unreviewed,Uncharacterized protein,CGI_10017536,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),837,,EKC41430
K1S299,K1S299_CRAGI,unreviewed,Uncharacterized protein,CGI_10017537,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),648,ligand-dependent nuclear receptor transcription coactivator activity [GO:0030374],EKC41431
K1R6J3,K1R6J3_CRAGI,unreviewed,Uncharacterized protein,CGI_10017539,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),601,thiolester hydrolase activity [GO:0016790]; fatty acid biosynthetic process [GO:0006633],EKC41433
K1PXP3,K1PXP3_CRAGI,unreviewed,Ankyrin repeat domain-containing protein 40,CGI_10015010,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),243,,EKC29007
K1R4Z7,K1R4Z7_CRAGI,unreviewed,Histone acetyltransferase (EC 2.3.1.48),CGI_10015009,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),455,"nucleus [GO:0005634]; histone acetyltransferase activity [GO:0004402]; regulation of transcription, DNA-templated [GO:0006355]",EKC29006
K1RGE5,K1RGE5_CRAGI,unreviewed,Uncharacterized protein,CGI_10007431,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),3111,,EKC40495
K1Q6F9,K1Q6F9_CRAGI,unreviewed,Xylosyltransferase oxt,CGI_10002413,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),866,membrane [GO:0016020]; acetylglucosaminyltransferase activity [GO:0008375]; protein xylosyltransferase activity [GO:0030158]; glycosaminoglycan biosynthetic process [GO:0006024],EKC32292
G0YA72,G0YA72_CRAGI,unreviewed,Cyclin dependent kinase 1,cdk1,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),302,ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674],EKC32291
K1RDV7,K1RDV7_CRAGI,unreviewed,Cell division control protein 2-like protein (Fragment),CGI_10002412,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),290,ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; cell division [GO:0051301],EKC32291
K1QWU5,K1QWU5_CRAGI,unreviewed,SAP domain-containing ribonucleoprotein,CGI_10019286,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),237,intracellular ribonucleoprotein complex [GO:0030529]; viral nucleocapsid [GO:0019013],EKC38123
K1QR88,K1QR88_CRAGI,unreviewed,von Willebrand factor A domain-containing protein 3B,CGI_10014264,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1178,,EKC24021
K1PC81,K1PC81_CRAGI,unreviewed,Serine/threonine-protein kinase 10,CGI_10009786,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1300,ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674],EKC19063
K1PPP9,K1PPP9_CRAGI,unreviewed,Uncharacterized protein,CGI_10005181,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),98,integral component of membrane [GO:0016021],EKC20854
K1R9X2,K1R9X2_CRAGI,unreviewed,Transmembrane protein 93,CGI_10021338,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),124,ER membrane protein complex [GO:0072546],EKC40454
K1RG89,K1RG89_CRAGI,unreviewed,Calmodulin-regulated spectrin-associated protein 1,CGI_10021334,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1763,microtubule [GO:0005874]; calmodulin binding [GO:0005516]; microtubule binding [GO:0008017]; spectrin binding [GO:0030507]; neuron projection development [GO:0031175],EKC40450
K1R3W9,K1R3W9_CRAGI,unreviewed,Replication protein A 14 kDa subunit,CGI_10021337,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),141,nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260],EKC40453
K1QUD6,K1QUD6_CRAGI,unreviewed,Clathrin light chain,CGI_10021336,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),209,clathrin coat of coated pit [GO:0030132]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; structural molecule activity [GO:0005198]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],EKC40452
K1R9X9,K1R9X9_CRAGI,unreviewed,"Putative alpha-1,2-glucosyltransferase ALG10-B",CGI_10008783,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),456,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity [GO:0004583]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488],EKC40459
K1PRQ6,K1PRQ6_CRAGI,unreviewed,BTB/POZ domain-containing protein KCTD21,CGI_10009788,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),128,protein homooligomerization [GO:0051260],EKC19065
K1Q4M9,K1Q4M9_CRAGI,unreviewed,Uncharacterized protein,CGI_10012586,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),161,,EKC26309
K1Q4M1,K1Q4M1_CRAGI,unreviewed,6-phosphogluconolactonase,CGI_10012581,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),63,carbohydrate metabolic process [GO:0005975],EKC26304
K1QXM1,K1QXM1_CRAGI,unreviewed,Uncharacterized protein,CGI_10012583,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),98,,EKC26306
K1PR08,K1PR08_CRAGI,unreviewed,3-oxoacyl-[acyl-carrier-protein] synthase,CGI_10028247,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),428,"transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]; fatty acid biosynthetic process [GO:0006633]",EKC26712
K1QDZ2,K1QDZ2_CRAGI,unreviewed,Neuronal acetylcholine receptor subunit alpha-7,CGI_10014613,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),508,cell junction [GO:0030054]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]; acetylcholine-gated cation-selective channel activity [GO:0022848],EKC29304
K1QKC2,K1QKC2_CRAGI,unreviewed,Uncharacterized protein,CGI_10014614,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),79,,EKC29305
K1PYG3,K1PYG3_CRAGI,unreviewed,Uncharacterized protein,CGI_10014611,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),621,catalytic activity [GO:0003824]; metabolic process [GO:0008152],EKC29302
K1PJP6,K1PJP6_CRAGI,unreviewed,PR domain zinc finger protein 10,CGI_10009638,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2051,integral component of membrane [GO:0016021]; nucleus [GO:0005634]; nucleic acid binding [GO:0003676]; proteasome localization [GO:0031144]; ubiquitin-dependent catabolism of misfolded proteins by nucleus-associated proteasome [GO:0071630],EKC19094
K1P7D7,K1P7D7_CRAGI,unreviewed,Uncharacterized protein,CGI_10008336,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1372,nucleic acid binding [GO:0003676],EKC19537
K1Q554,K1Q554_CRAGI,unreviewed,Mediator of RNA polymerase II transcription subunit 19,CGI_10004701,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),382,integral component of membrane [GO:0016021]; mediator complex [GO:0016592]; RNA polymerase II transcription cofactor activity [GO:0001104],EKC29008
K1PDF0,K1PDF0_CRAGI,unreviewed,Protein disulfide-isomerase A6,CGI_10008332,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),437,cell [GO:0005623]; isomerase activity [GO:0016853]; cell redox homeostasis [GO:0045454],EKC19533
K1R7T2,K1R7T2_CRAGI,unreviewed,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),CGI_10018568,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),410,isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099],EKC37255
K1R195,K1R195_CRAGI,unreviewed,Protein DJ-1,CGI_10018567,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),186,,EKC37254
K1QKI6,K1QKI6_CRAGI,unreviewed,Uncharacterized protein,CGI_10018570,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),161,,EKC37257
K1RS04,K1RS04_CRAGI,unreviewed,Mediator of RNA polymerase II transcription subunit 25,CGI_10018569,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),690,,EKC37256
K1RRZ9,K1RRZ9_CRAGI,unreviewed,MKI67 FHA domain-interacting nucleolar phosphoprotein-like protein,CGI_10018564,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),388,RNA binding [GO:0003723],EKC37251
K1QUC1,K1QUC1_CRAGI,unreviewed,CDV3-like protein,CGI_10018566,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),267,,EKC37253
K1QKI3,K1QKI3_CRAGI,unreviewed,Putative malate dehydrogenase 1B,CGI_10018565,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),539,"malate dehydrogenase activity [GO:0016615]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; carbohydrate metabolic process [GO:0005975]; malate metabolic process [GO:0006108]",EKC37252
K1R197,K1R197_CRAGI,unreviewed,Uncharacterized protein,CGI_10018572,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),73,,EKC37259
K1QUC7,K1QUC7_CRAGI,unreviewed,Kinesin-related protein 1,CGI_10018571,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1036,ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018],EKC37258
K1PW03,K1PW03_CRAGI,unreviewed,MORC family CW-type zinc finger protein 2,CGI_10005913,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1087,zinc ion binding [GO:0008270],EKC20475
