Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Gene ontology (GO)
K1Q1N8,K1Q1N8_CRAGI,unreviewed,Ankyrin repeat and SOCS box protein 8,CGI_10023964,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),235,intracellular [GO:0005622]; intracellular signal transduction [GO:0035556]
K1RIK7,K1RIK7_CRAGI,unreviewed,Uncharacterized protein,CGI_10017536,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),837,
K1RBS4,K1RBS4_CRAGI,unreviewed,Tripartite motif-containing protein 3,CGI_10027642,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),618,intracellular [GO:0005622]; zinc ion binding [GO:0008270]
K1R147,K1R147_CRAGI,unreviewed,Leucine-rich repeat-containing protein 15,CGI_10017217,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),480,integral component of membrane [GO:0016021]
K1PPK4,K1PPK4_CRAGI,unreviewed,Uncharacterized protein,CGI_10023376,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1507,nucleic acid binding [GO:0003676]
K1PWK6,K1PWK6_CRAGI,unreviewed,N-acylglucosamine 2-epimerase,CGI_10023377,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),667,catalytic activity [GO:0003824]
K1R3U5,K1R3U5_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10019287,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),349,
K1QA60,K1QA60_CRAGI,unreviewed,DNA polymerase theta,CGI_10013103,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2674,ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA-dependent DNA replication [GO:0006261]
K1Q305,K1Q305_CRAGI,unreviewed,High-affinity choline transporter 1,CGI_10020925,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),542,integral component of membrane [GO:0016021]; transporter activity [GO:0005215]; transmembrane transport [GO:0055085]
K1QGH8,K1QGH8_CRAGI,unreviewed,Uncharacterized protein,CGI_10005636,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),240,
K1QE13,K1QE13_CRAGI,unreviewed,Uncharacterized protein,CGI_10007715,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),416,
K1R211,K1R211_CRAGI,unreviewed,Baculoviral IAP repeat-containing protein 2,CGI_10022060,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),398,integral component of membrane [GO:0016021]
K1QEV2,K1QEV2_CRAGI,unreviewed,GTPase IMAP family member 8,CGI_10027391,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),278,integral component of membrane [GO:0016021]; GTP binding [GO:0005525]
K1PE89,K1PE89_CRAGI,unreviewed,Uncharacterized protein,CGI_10002638,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),604,
K1RCR1,K1RCR1_CRAGI,unreviewed,Kyphoscoliosis peptidase,CGI_10010337,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1062,
K1R8Q9,K1R8Q9_CRAGI,unreviewed,Carboxylic ester hydrolase (EC 3.1.1.-),CGI_10015905,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),510,hydrolase activity [GO:0016787]
K1R2J3,K1R2J3_CRAGI,unreviewed,Uncharacterized protein,CGI_10004100,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),302,integral component of membrane [GO:0016021]
K1Q8I7,K1Q8I7_CRAGI,unreviewed,Uncharacterized protein,CGI_10024515,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),520,
K1QN38,K1QN38_CRAGI,unreviewed,Serine-protein kinase ATM,CGI_10024512,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),850,protein serine/threonine kinase activity [GO:0004674]
K1Q3M4,K1Q3M4_CRAGI,unreviewed,Putative maltase L,CGI_10020261,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),592,catalytic activity [GO:0003824]; carbohydrate metabolic process [GO:0005975]
K1QS02,K1QS02_CRAGI,unreviewed,Uncharacterized protein,CGI_10009152,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),409,regulation of apoptotic process [GO:0042981]
K1PJR8,K1PJR8_CRAGI,unreviewed,Uncharacterized protein,CGI_10003179,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),444,
K1Q2S1,K1Q2S1_CRAGI,unreviewed,Cartilage matrix protein,CGI_10017473,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),600,extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitin metabolic process [GO:0006030]
K1QFQ0,K1QFQ0_CRAGI,unreviewed,Homeobox protein Hox-A2,CGI_10024086,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),594,"nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]"
K1R5S5,K1R5S5_CRAGI,unreviewed,Uncharacterized protein,CGI_10009809,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),355,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930]
K1QXH5,K1QXH5_CRAGI,unreviewed,Leucine-rich repeat-containing G-protein coupled receptor 5,CGI_10024120,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1263,integral component of membrane [GO:0016021]; protein-hormone receptor activity [GO:0016500]
K1PU20,K1PU20_CRAGI,unreviewed,Acetylcholine receptor subunit beta-like 1,CGI_10012301,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),432,integral component of membrane [GO:0016021]; extracellular ligand-gated ion channel activity [GO:0005230]
K1R208,K1R208_CRAGI,unreviewed,Acetylcholine receptor subunit alpha-like protein,CGI_10012300,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),494,cell junction [GO:0030054]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]; acetylcholine-gated cation-selective channel activity [GO:0022848]
K1QDD4,K1QDD4_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10022858,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),292,
K1QL98,K1QL98_CRAGI,unreviewed,Uncharacterized protein,CGI_10022081,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),259,methyltransferase activity [GO:0008168]
K1S2R0,K1S2R0_CRAGI,unreviewed,Uncharacterized protein,CGI_10025052,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),265,"nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]"
K1QVD2,K1QVD2_CRAGI,unreviewed,Uncharacterized protein,CGI_10024713,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),387,
K1PQZ4,K1PQZ4_CRAGI,unreviewed,Monocarboxylate transporter 7,CGI_10026270,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),469,integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]
K1Q568,K1Q568_CRAGI,unreviewed,Monocarboxylate transporter 9,CGI_10026272,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),459,integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]
K1QRA6,K1QRA6_CRAGI,unreviewed,Monocarboxylate transporter 14,CGI_10026273,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),499,integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]
K1QD02,K1QD02_CRAGI,unreviewed,"tRNA modification GTPase GTPBP3, mitochondrial",CGI_10009051,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),467,intracellular [GO:0005622]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; tRNA modification [GO:0006400]
K1QN31,K1QN31_CRAGI,unreviewed,Uncharacterized protein,CGI_10025734,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),559,
K1QD31,K1QD31_CRAGI,unreviewed,Uncharacterized protein,CGI_10014989,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),654,
K1QA78,K1QA78_CRAGI,unreviewed,DNA polymerase epsilon catalytic subunit A,CGI_10012389,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1004,epsilon DNA polymerase complex [GO:0008622]; 3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; DNA repair [GO:0006281]; DNA replication [GO:0006260]
K1QYX0,K1QYX0_CRAGI,unreviewed,Kyphoscoliosis peptidase,CGI_10028268,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),586,
K1Q4V4,K1Q4V4_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10011995,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),616,intracellular [GO:0005622]; zinc ion binding [GO:0008270]
K1QCH3,K1QCH3_CRAGI,unreviewed,XK-related protein,CGI_10008949,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1201,integral component of membrane [GO:0016021]
K1P6U6,K1P6U6_CRAGI,unreviewed,F-box/WD repeat-containing protein 7,CGI_10008685,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),800,
K1QCW6,K1QCW6_CRAGI,unreviewed,Kinase C-binding protein NELL1,CGI_10008689,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),532,integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; kinase activity [GO:0016301]
K1PSM8,K1PSM8_CRAGI,unreviewed,Uncharacterized protein,CGI_10003180,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),581,
K1R2I0,K1R2I0_CRAGI,unreviewed,Filamin-A,CGI_10026966,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1129,actin binding [GO:0003779]
K1PPG4,K1PPG4_CRAGI,unreviewed,Uncharacterized protein,CGI_10010678,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),581,
K1Q3X7,K1Q3X7_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10007961,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),543,intracellular [GO:0005622]; zinc ion binding [GO:0008270]
K1RPE5,K1RPE5_CRAGI,unreviewed,Uncharacterized protein,CGI_10010993,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),317,nucleic acid binding [GO:0003676]
K1PS37,K1PS37_CRAGI,unreviewed,Adenylate cyclase type 1,CGI_10003542,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2024,integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; adenylate cyclase activity [GO:0004016]; nucleotide binding [GO:0000166]; intracellular signal transduction [GO:0035556]
K1PPR1,K1PPR1_CRAGI,unreviewed,Deoxyribodipyrimidine photo-lyase,CGI_10027179,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),515,deoxyribodipyrimidine photo-lyase activity [GO:0003904]; DNA repair [GO:0006281]
K1QTM1,K1QTM1_CRAGI,unreviewed,Glycine receptor subunit alpha-2,CGI_10011658,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),454,cell junction [GO:0030054]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; synapse [GO:0045202]; extracellular ligand-gated ion channel activity [GO:0005230]
K1Q037,K1Q037_CRAGI,unreviewed,Neuromedin-K receptor,CGI_10004372,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),436,integral component of membrane [GO:0016021]; neuropeptide Y receptor activity [GO:0004983]
K1QFZ4,K1QFZ4_CRAGI,unreviewed,Proto-oncogene tyrosine-protein kinase receptor ret,CGI_10015664,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1114,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; protein tyrosine kinase activity [GO:0004713]; cell adhesion [GO:0007155]
K1Q7V8,K1Q7V8_CRAGI,unreviewed,Uncharacterized protein,CGI_10005405,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),405,
K1Q6Z4,K1Q6Z4_CRAGI,unreviewed,"Beta-1,3-galactosyltransferase 1",CGI_10026076,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1065,Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; galactosyltransferase activity [GO:0008378]; protein glycosylation [GO:0006486]
K1QAF8,K1QAF8_CRAGI,unreviewed,Neuropeptide FF receptor 1,CGI_10012268,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),250,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930]
K1Q8C2,K1Q8C2_CRAGI,unreviewed,Uncharacterized protein,CGI_10012260,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),409,regulation of apoptotic process [GO:0042981]
K1Q9W2,K1Q9W2_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10016289,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),483,
K1PIH3,K1PIH3_CRAGI,unreviewed,Potassium voltage-gated channel subfamily B member 1,CGI_10013944,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),319,voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]
K1QF44,K1QF44_CRAGI,unreviewed,Arrestin domain-containing protein 3,CGI_10006750,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),394,
K1QY67,K1QY67_CRAGI,unreviewed,Otopetrin-3,CGI_10022461,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),713,integral component of membrane [GO:0016021]
K1QWQ6,K1QWQ6_CRAGI,unreviewed,Uncharacterized protein,CGI_10016500,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),328,ADP binding [GO:0043531]
K1QN03,K1QN03_CRAGI,unreviewed,Putative methyltransferase NSUN4,CGI_10023019,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),368,methyltransferase activity [GO:0008168]; RNA binding [GO:0003723]
K1PWF1,K1PWF1_CRAGI,unreviewed,Major facilitator superfamily domain-containing protein 3,CGI_10005724,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),392,integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]
K1RTN8,K1RTN8_CRAGI,unreviewed,Acid sphingomyelinase-like phosphodiesterase 3b,CGI_10025532,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),387,
K1R1E3,K1R1E3_CRAGI,unreviewed,Uncharacterized protein,CGI_10020163,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),904,
K1QRV0,K1QRV0_CRAGI,unreviewed,F-box only protein 41,CGI_10018505,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1019,
K1RPY2,K1RPY2_CRAGI,unreviewed,Uncharacterized protein,CGI_10018503,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),348,
K1RE41,K1RE41_CRAGI,unreviewed,LIM/homeobox protein Lhx3,CGI_10028171,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),432,"nucleus [GO:0005634]; metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]"
K1RWH8,K1RWH8_CRAGI,unreviewed,Neuropeptide capa receptor,CGI_10005571,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),520,integral component of membrane [GO:0016021]; neuromedin U receptor activity [GO:0001607]
K1R812,K1R812_CRAGI,unreviewed,Uncharacterized protein,CGI_10018746,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),523,oxidoreductase activity [GO:0016491]
K1RBM8,K1RBM8_CRAGI,unreviewed,PI-PLC X domain-containing protein 3,CGI_10021158,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),312,phosphoric diester hydrolase activity [GO:0008081]; lipid metabolic process [GO:0006629]
K1Q1I5,K1Q1I5_CRAGI,unreviewed,Uncharacterized protein,CGI_10001791,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),346,
K1PYR0,K1PYR0_CRAGI,unreviewed,Uncharacterized protein,CGI_10013225,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),423,integral component of membrane [GO:0016021]
K1QUI5,K1QUI5_CRAGI,unreviewed,Neuronal acetylcholine receptor subunit alpha-6,CGI_10023219,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),374,integral component of membrane [GO:0016021]; extracellular ligand-gated ion channel activity [GO:0005230]
K1QWE0,K1QWE0_CRAGI,unreviewed,Uncharacterized protein,CGI_10017065,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),246,
K1PU49,K1PU49_CRAGI,unreviewed,Neuronal acetylcholine receptor subunit alpha-3,CGI_10014866,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),437,integral component of membrane [GO:0016021]; extracellular ligand-gated ion channel activity [GO:0005230]
K1Q043,K1Q043_CRAGI,unreviewed,Uncharacterized protein,CGI_10005026,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),402,
K1QXS4,K1QXS4_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10023274,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),426,
K1PE03,K1PE03_CRAGI,unreviewed,Laccase-2,CGI_10007537,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),318,copper ion binding [GO:0005507]; oxidation-reduction process [GO:0055114]
K1QTN5,K1QTN5_CRAGI,unreviewed,Collagen alpha-1(XIV) chain,CGI_10010936,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),725,collagen trimer [GO:0005581]; extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitin metabolic process [GO:0006030]
K1QUD5,K1QUD5_CRAGI,unreviewed,Leucine-rich repeats and immunoglobulin-like domains protein 1,CGI_10018583,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),353,integral component of membrane [GO:0016021]
K1QI15,K1QI15_CRAGI,unreviewed,Uncharacterized protein,CGI_10004204,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),419,
K1Q592,K1Q592_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10006172,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),816,
K1S2W3,K1S2W3_CRAGI,unreviewed,Transient receptor potential-gamma protein,CGI_10028437,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),827,integral component of membrane [GO:0016021]; calcium channel activity [GO:0005262]
K1RH63,K1RH63_CRAGI,unreviewed,GTPase IMAP family member 4,CGI_10026503,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),453,GTP binding [GO:0005525]
K1Q394,K1Q394_CRAGI,unreviewed,Testis-expressed sequence 10-like protein,CGI_10022508,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),669,
K1PYA8,K1PYA8_CRAGI,unreviewed,L-ascorbate oxidase,CGI_10017377,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),709,integral component of membrane [GO:0016021]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]
K1PXI1,K1PXI1_CRAGI,unreviewed,Multiple epidermal growth factor-like domains 10,CGI_10004595,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),387,integral component of membrane [GO:0016021]; scavenger receptor activity [GO:0005044]
K1PNS1,K1PNS1_CRAGI,unreviewed,Glucosylceramidase (EC 3.2.1.45),CGI_10005972,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),656,glucosylceramidase activity [GO:0004348]; sphingolipid metabolic process [GO:0006665]
K1QK89,K1QK89_CRAGI,unreviewed,Tripartite motif-containing protein 3,CGI_10002752,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),504,
K1R988,K1R988_CRAGI,unreviewed,Uncharacterized protein,CGI_10024805,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),426,integral component of membrane [GO:0016021]
K1Q882,K1Q882_CRAGI,unreviewed,Mediator of RNA polymerase II transcription subunit 23,CGI_10021972,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),526,
K1R863,K1R863_CRAGI,unreviewed,Uncharacterized protein,CGI_10021975,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),288,
K1QFQ7,K1QFQ7_CRAGI,unreviewed,JmjC domain-containing protein 4 (Jumonji-C domain-containing protein Jumonji4),CGI_10018360,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),333,
K1Q7A3,K1Q7A3_CRAGI,unreviewed,"Beta,beta-carotene 15,15'-monooxygenase",CGI_10019019,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),509,"monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]"
K1QIV2,K1QIV2_CRAGI,unreviewed,Cubilin,CGI_10020737,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),872,integral component of membrane [GO:0016021]
K1PX82,K1PX82_CRAGI,unreviewed,Aplysianin-A,CGI_10015069,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),374,
K1PVC6,K1PVC6_CRAGI,unreviewed,Protein hunchback,CGI_10006466,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),958,"nucleus [GO:0005634]; nucleic acid binding [GO:0003676]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; regulation of development, heterochronic [GO:0040034]; transcription, DNA-templated [GO:0006351]"
K1RBD8,K1RBD8_CRAGI,unreviewed,Histone-lysine N-methyltransferase SETMAR,CGI_10028705,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),288,chromosome [GO:0005694]; nucleus [GO:0005634]; histone-lysine N-methyltransferase activity [GO:0018024]; zinc ion binding [GO:0008270]
K1PU24,K1PU24_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10015637,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),512,intracellular [GO:0005622]; zinc ion binding [GO:0008270]
K1RBB1,K1RBB1_CRAGI,unreviewed,High-affinity choline transporter 1,CGI_10019242,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),545,integral component of membrane [GO:0016021]; transporter activity [GO:0005215]; transmembrane transport [GO:0055085]
K1Q4A7,K1Q4A7_CRAGI,unreviewed,Uncharacterized protein,CGI_10017911,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),287,integral component of membrane [GO:0016021]
K1QX13,K1QX13_CRAGI,unreviewed,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,CGI_10021997,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),857,integral component of membrane [GO:0016021]; voltage-gated potassium channel activity [GO:0005249]
K1QL01,K1QL01_CRAGI,unreviewed,Tripartite motif-containing protein 45,CGI_10016277,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),589,intracellular [GO:0005622]; zinc ion binding [GO:0008270]
K1QEP5,K1QEP5_CRAGI,unreviewed,Uncharacterized protein,CGI_10022265,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),823,integral component of membrane [GO:0016021]
K1R5W4,K1R5W4_CRAGI,unreviewed,Uncharacterized protein,CGI_10020115,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),604,
K1PPD7,K1PPD7_CRAGI,unreviewed,24-hydroxycholesterol 7-alpha-hydroxylase,CGI_10016506,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),476,"endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]"
K1QQI4,K1QQI4_CRAGI,unreviewed,Uncharacterized protein,CGI_10002872,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),560,integral component of membrane [GO:0016021]
K1QRX3,K1QRX3_CRAGI,unreviewed,Uncharacterized protein,CGI_10013406,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),297,integral component of membrane [GO:0016021]
K1QNP5,K1QNP5_CRAGI,unreviewed,Connective tissue growth factor,CGI_10028121,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),355,extracellular region [GO:0005576]; insulin-like growth factor binding [GO:0005520]; regulation of cell growth [GO:0001558]
K1R6K3,K1R6K3_CRAGI,unreviewed,"Glutamate receptor, ionotropic kainate 3",CGI_10027343,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),870,cell junction [GO:0030054]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]; extracellular-glutamate-gated ion channel activity [GO:0005234]; ionotropic glutamate receptor activity [GO:0004970]
K1R3H4,K1R3H4_CRAGI,unreviewed,Tudor domain-containing protein 1,CGI_10003862,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1577,metal ion binding [GO:0046872]
K1PQP5,K1PQP5_CRAGI,unreviewed,Uncharacterized protein,CGI_10011127,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),634,
K1QCI2,K1QCI2_CRAGI,unreviewed,Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase),CGI_10009249,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),613,"Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]; transferase activity, transferring glycosyl groups [GO:0016757]; protein glycosylation [GO:0006486]"
K1PGC4,K1PGC4_CRAGI,unreviewed,Monocarboxylate transporter 12-B,CGI_10001074,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),429,integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]
K1PY84,K1PY84_CRAGI,unreviewed,Alpha-mannosidase 2,CGI_10015488,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),243,alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; mannose metabolic process [GO:0006013]
K1PUS8,K1PUS8_CRAGI,unreviewed,Location of vulva defective 1,CGI_10007022,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),3491,integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]
K1PEG1,K1PEG1_CRAGI,unreviewed,Uncharacterized protein,CGI_10002502,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),406,intracellular [GO:0005622]; intracellular signal transduction [GO:0035556]
K1Q072,K1Q072_CRAGI,unreviewed,Uncharacterized protein,CGI_10016925,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),372,
K1RH48,K1RH48_CRAGI,unreviewed,Breast cancer type 2 susceptibility-like protein,CGI_10015527,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2601,double-strand break repair via homologous recombination [GO:0000724]
K1QTC3,K1QTC3_CRAGI,unreviewed,Uncharacterized protein,CGI_10003571,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),514,
K1QP11,K1QP11_CRAGI,unreviewed,Uncharacterized protein C3orf59-like protein,CGI_10025969,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),688,
K1S201,K1S201_CRAGI,unreviewed,Uncharacterized protein,CGI_10019199,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),366,intracellular [GO:0005622]; zinc ion binding [GO:0008270]
K1R616,K1R616_CRAGI,unreviewed,Synaptotagmin-1,CGI_10011633,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),652,
K1RPI5,K1RPI5_CRAGI,unreviewed,Neuropeptide Y receptor type 1,CGI_10027223,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),482,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930]
K1QIF1,K1QIF1_CRAGI,unreviewed,Sorbitol dehydrogenase,CGI_10025170,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),350,oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]
K1Q8V8,K1Q8V8_CRAGI,unreviewed,Uncharacterized protein,CGI_10016451,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),484,signal transduction [GO:0007165]
K1R9B9,K1R9B9_CRAGI,unreviewed,Tetraspanin,CGI_10015237,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),537,integral component of membrane [GO:0016021]
K1R862,K1R862_CRAGI,unreviewed,ATM interactor,CGI_10023857,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),694,nucleic acid binding [GO:0003676]
